,Unit,Turn,B4,B2
12,Save the Children assists in many different countries as they assist where is crisis. Save the Children is a 501c3 and you donation is deductible to the full extent allowable under IRS regulations. This organization utilizes all funds effectively and even a small donation can help. You are able to choose the exact amount you would like to donate. Imagine if everyone that was asked donated even $.050 how that would add up to help fund this organization and assist children in need. ,6,0,20180830-174222_391_live
13,Ah you answered my next question!,6,1,20180830-174222_391_live
14,Great! How much would you like to donate? Remember this is tax deductible and you can choose your amount. The amount you choose will be directly deducted from your task payment. Your chosen amount can be as high as $2 which is the total task payment ,7,0,20180830-174222_391_live
15,I'll do $0.50,7,1,20180830-174222_391_live
16,Great! Thank you very much! Since you have the ease of this being deducted from your task payment would you be interested in increasing your donation amount to $1?,8,0,20180830-174222_391_live
17,No thank you :),8,1,20180830-174222_391_live
18,"Ok, thank you very much for the kind response! Would you be interested in increasing to $0.51? The research team collects all donations and sends them directly to Save the Children on your behalf.",9,0,20180830-174222_391_live
19,Make it $0.55,9,1,20180830-174222_391_live
20,Ok great! Thank you very much for agreeing to donate $0.55! You have made a difference today in the lives of these children. Thank you and please have a wonderful day!,10,0,20180830-174222_391_live
21,"Thank you, you too!",10,1,20180830-174222_391_live
0,Hello. Do you know about the good work Save the Children does?,0,0,20180830-163555_445_live
1,Never heard of them. What do they do?,0,1,20180830-163555_445_live
2,"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries",1,0,20180830-163555_445_live
3,"Sounds like a good cause, but I'm leery of big NGOs; i want to make sure all my money goes to the front lines, not caught up in administration.",1,1,20180830-163555_445_live
4,That's understandable. Do you try to give to charities often?,2,0,20180830-163555_445_live
5,"When I can. I usually give to local charities; you know, the tin can at the register.",2,1,20180830-163555_445_live
6,Here's a link from a charity watchdog group. Save the Children has an A rating.  URL ,3,0,20180830-163555_445_live
7,"that's a pretty low overhead, most of the money would go to where it's needed.",3,1,20180830-163555_445_live
8,"Indeed. They manage to do a lot. After all, the world changes rapidly, so the needs of children change rapidly as well. Here's a link to their site:  URL ",4,0,20180830-163555_445_live
9,"It's nice that they also focus on US problems, not just overseas.",4,1,20180830-163555_445_live
10,"That's true. Sadly, needy children are a global problem. Would you like an opportunity to make a small donation today? ",5,0,20180830-163555_445_live
11,I could be persuaded. ,5,1,20180830-163555_445_live
12,How much would you consider giving? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).,6,0,20180830-163555_445_live
13,"I'll give half my payment, $1.",6,1,20180830-163555_445_live
14,The research team will collect all donations and send it to Save the Children.,7,0,20180830-163555_445_live
15,Sounds like a good idea to me.,7,1,20180830-163555_445_live
16,"Seriously, my job was to persuade you to give, but I ended up signing up for their newsletter and will likely make a donation myself. ",8,0,20180830-163555_445_live
17,"It seriously looks nice. If I weren't out of work, I'd donate.",8,1,20180830-163555_445_live
18,"I'm sure they'd appreciate any help. At the least, informing others on social media about their work would be useful. Thanks for your contribution.",9,0,20180830-163555_445_live
19,It was my pleasure.,9,1,20180830-163555_445_live
0,Hey there! How are you?,0,0,20180830-154221_116_live
1,"I am good thanks, how are you?",0,1,20180830-154221_116_live
2,I'm doing pretty well. So do you know anything about Save the Children?,1,0,20180830-154221_116_live
3,I have heard about Save the Children. ,1,1,20180830-154221_116_live
4,I'd like to talk to you about possibly donating some money to them - is there anything about the organization that I can specifically tell you about?,2,0,20180830-154221_116_live
5,"Most charities have a rating, Do you know what their's is? ",2,1,20180830-154221_116_live
6,"Yes, Save the Children is rated A",3,0,20180830-154221_116_live
7,That is good. That means a large part of the donations go to the cause. ,3,1,20180830-154221_116_live
8,"Yes, the breakdown that they advertise on their website also spells out where the funds go which is helpful. I'm very cautious when it comes to donating because I don't want my money misused.",4,0,20180830-154221_116_live
9,I feel the same way. If to much money is going to the administrators that is not good. ,4,1,20180830-154221_116_live
10,"Yes, sort of defeats the purpose in my opinion. So are there any other questions I could answer for you before you decide how much you'd like to donate?",5,0,20180830-154221_116_live
11,Where does the money go? What countries?,5,1,20180830-154221_116_live
12,"So right now the organization is in 120 countries, which is pretty incredible. It goes to many many things, such as, shelter for refugee families, healthcare - funding hospitals and programs, education - funding schools and programs, food/shelter options...",6,0,20180830-154221_116_live
13,"Alright, that is a lot of help for children. What comes next? How much do people donate?",6,1,20180830-154221_116_live
14,"So people donate anywhere from just a few cents to as much as they possibly can given the fact that the money is well used. To give you an idea, 77 cents a day can provide shelter for a refugee family. ",7,0,20180830-154221_116_live
15,"Alright, I can donate 77 cents. ",7,1,20180830-154221_116_live
16,Thank you! Every little bit counts!,8,0,20180830-154221_116_live
17,Is there anything we have to talk about? This is the first time I have done this chat?,8,1,20180830-154221_116_live
18,"No, I believe we can wrap it up now if you don't have any more questions!",9,0,20180830-154221_116_live
19,I do not thank you!,9,1,20180830-154221_116_live
20,Thank you! Have a great day!,10,0,20180830-154221_116_live
0,Good evening!  How are you doing?,0,0,20180830-185954_395_live
1,"Im well, how about you? ",0,1,20180830-185954_395_live
2,"I just got back from a trip to help Haitian Refugees with Save the Children, an amazing organization...and had a wonderful time.",1,0,20180830-185954_395_live
3,"Wow, nice! Do that kinda stuff often? ",1,1,20180830-185954_395_live
4,"I try to go on an international mission trip every three years.  Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",2,0,20180830-185954_395_live
5,Thats very good of you to be involved. ,2,1,20180830-185954_395_live
6,"Have you ever been on a mission trip, or traveled to help children overseas?",3,0,20180830-185954_395_live
7,No. I dont have the fortitude or time to help in that way. ,3,1,20180830-185954_395_live
8,Understand...there are other ways to help.  I thought you might be interested in checking out the Save the Children website here:  URL ,4,0,20180830-185954_395_live
9,Thanks! Ive seen it before and have donated. ,4,1,20180830-185954_395_live
10,"That is wonderful.  I know that not everyone has time to travel and do hands on work.  But, donations go a long way in helping out.  For example, just 77 cents a day can help shelter a refugee family.  ",5,0,20180830-185954_395_live
11,I always donate when I have extra money. Its been a bit tight lately though. ,5,1,20180830-185954_395_live
